name,city,country,iata,icao,latitude,longitude,altitude,timezone
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.08168983459,145.391998291,5282,U
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,U
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.82678985595703,144.296005249023,5388,U
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,U
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.44338035583496,147.220001220703,146,U
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58383011818,143.669006348,19,U
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,E
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.6781005859,283,E
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,E
Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.7032012939,251,E
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.6600036621094,-18.0727005004883,6,N
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.2833023071289,-14.4013996124268,76,N
Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,N
Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,N
Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.0580978393555,-23.1352996826172,8,N
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,171,N
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,N
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,N
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,N
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.4243011474609,-20.2789001464844,326,N
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.4850006103516,-84.5093994140625,630,A
Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.0325012207,760,A
Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,A
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.3918991089,-56.0830993652,108,A
Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,A
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,A
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.1324996948242,-68.2043991088867,71,A
CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.3306007385254,-70.9963989257813,522,A
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.2988967896,-96.077796936,59,A
Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.9508018493652,-125.271003723145,346,A
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,A
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,90,A
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,A
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,1624,A
Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,A
Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,A
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,A
Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,A
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,32,A
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,A
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,A
Dawson City Airport,Dawson,Canada,YDA,CYDA,64.043098449707,-139.128005981445,1215,A
Burwash Airport,Burwash,Canada,YDB,CYDB,61.3711013793945,-139.041000366211,2647,A
Princeton Airport,Princeton,Canada,\N,CYDC,49.4681015015,-120.511001587,2298,A
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.2108001708984,-57.3913993835449,72,A
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,A
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.1007995605469,-100.052001953125,999,A
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.182998657227,2148,A
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.3097000122,-113.580001831,2373,A
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,A
Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103004456,-102.966003418,1905,N
Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.464996338,3043,A
Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,A
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.3041992188,-133.483001709,224,A
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,A
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.8689002990723,-66.5372009277344,68,A
Forestville Airport,Forestville,Canada,YFE,CYFE,48.7461013793945,-69.0971984863281,293,A
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.681999206543,997,A
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,A
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.7602005004883,-121.236999511719,555,A
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.2252998352051,-76.5969009399414,305,A
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.625301361084,-77.7042007446289,639,A
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,112,A
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.7783012390137,-86.9393997192383,1144,A
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.4247016906738,-61.7780990600586,35,A
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,1175,N
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,A
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.7628021240234,-117.805999755859,117,A
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,A
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.1735992432,-79.9349975586,780,A
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,A
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,A
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.5085983276,477,A
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,A
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,A
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.2943992614746,-73.2810974121094,136,A
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.5499992370606,84,A
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,1133,A
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,A
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.8053016662598,-66.8052978515625,1709,A
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,N
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.8622016906738,-79.370002746582,650,A
Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.8199996948242,-83.3467025756836,1470,A
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301361084,-108.523002624512,1576,N
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.3092002868652,-110.072998046875,2193,A
Alert Airport,Alert,Canada,YLT,CYLT,82.5177993774,-62.2806015015,100,A
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,A
Mayo Airport,Mayo,Canada,YMA,CYMA,63.6164016723633,-135.86799621582,1653,A
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.3302993774414,-105.55899810791,1892,N
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,1211,A
Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.2910995483398,-80.6078033447266,30,A
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728004456,-75.9906005859,656,A
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,A
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189998626709,-61.7891998291016,39,A
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,A
Matagami Airport,Matagami,Canada,YNM,CYNM,49.7616996765137,-77.8028030395508,918,A
Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.5706024169922,-139.839004516602,824,A
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.4049987792969,-110.278999328613,1775,A
High Level Airport,High Level,Canada,YOJ,CYOJ,58.6213989257813,-117.165000915527,1110,A
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.6691970825195,374,A
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.2141990662,-105.672996521,1405,N
Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,A
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,A
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.2160987854004,-122.709999084473,11,A
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.2142028808594,1267,A
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.8363990783691,-64.2885971069336,167,A
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.2299995422363,-78.3632965087891,628,A
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,A
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.116996765137,761,A
Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.9747009277344,-79.3032989501953,925,A
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,A
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.1822013854981,-113.893997192383,2968,A
Windsor Airport,Windsor,Canada,YQG,CYQG,42.2756004333496,-82.9555969238281,622,A
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.1164016723633,-128.822006225586,2255,A
Kenora Airport,Kenora,Canada,YQK,CYQK,49.7882995605469,-94.3630981445313,1332,A
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,3048,A
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.1122016906738,-64.678596496582,232,A
Comox Airport,Comox,Canada,YQQ,CYQQ,49.7108001708984,-124.887001037598,84,A
Regina International Airport,Regina,Canada,YQR,CYQR,50.4319000244141,-104.666000366211,1894,N
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.3718986511231,-89.3238983154297,653,A
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,A
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.2647018432617,-102.46199798584,1635,N
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.7691993713379,-108.244003295898,1799,N
Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.5680999755859,496,A
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,A
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.0261001586914,-122.51000213623,1789,A
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.7169036865,-94.9693984985,215,A
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.7644004821777,-69.5847015380859,427,A
Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.5200004577637,-72.2656021118164,586,A
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,A
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.8114013672,-92.1157989502,94,A
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.7988967895508,1141,A
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.6913986206055,792,A
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.3161010742187,-65.8902969360352,357,A
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.0203018188477,-111.96199798584,671,A
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,A
Summerside Airport,Summerside,Canada,YSU,CYSU,46.440601348877,-63.8335990905762,56,A
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,282,A
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,A
Thompson Airport,Thompson,Canada,YTH,CYTH,55.8011016845703,-97.8641967773438,729,A
CFB Trenton,Trenton,Canada,YTR,CYTR,44.1189002990723,-77.5280990600586,283,A
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.5696983337,-81.376701355,967,A
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,A
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.4332962036133,-133.026000976563,15,A
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,A
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.2247009277,80,A
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.7761001587,-81.2425,30,A
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.2061004638672,-78.8356018066406,988,A
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.1514015198,-105.262001038,1242,N
Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.3558006287,-110.823997498,2025,A
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.0314025879,21,A
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,A
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.0960998535156,-68.4269027709961,129,A
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.2816009521484,-126.797996520996,238,A
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,14,A
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,1423,N
Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,A
Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.9522018432617,-77.3191986083984,427,A
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.9099998474,-97.2398986816,783,A
Wabush Airport,Wabush,Canada,YWK,CYWK,52.9219017028809,-66.8644027709961,1808,A
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,3085,A
Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.209400177002,-123.436996459961,489,A
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,3082,A
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,2202,A
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.1707992553711,-106.699996948242,1653,N
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.0189018249512,-110.721000671387,2352,A
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.2380981445313,-120.73999786377,2280,A
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.113899230957,-91.9052963256836,1258,A
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.7136001587,75,A
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.6974006546,-79.8473453522,800,A
Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,2267,A
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,A
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,A
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.0252990722656,-122.361000061035,195,A
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,2317,A
North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,1215,A
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231,-114.019996643,3557,A
Smithers Airport,Smithers,Canada,YYD,CYYD,54.8246994018555,-127.182998657227,1712,A
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,1253,A
Penticton Airport,Penticton,Canada,YYF,CYYF,49.4631004333496,-119.601997375488,1129,A
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.2900009155274,-63.1211013793945,160,A
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92,A
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,A
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.863899230957,-101.075996398926,1170,A
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.2919006348,-107.691001892,2680,N
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.739200592041,-94.0650024414063,94,A
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.4258003235,160,A
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938,-52.7518997192,461,A
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.4138984680176,-82.4674987792969,743,A
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.2902984619141,-88.9096984863281,1058,A
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.6086006164551,-68.2080993652344,172,A
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.6305999756,569,A
Downsview Airport,Toronto,Canada,YZD,CYZD,43.7425003051758,-79.4655990600586,652,A
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.8852996826172,-82.5678024291992,635,A
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.4627990722656,-114.440002441406,675,A
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,1912,A
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.2542991638,-131.813995361,21,A
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.3088989257812,594,A
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.6805992126465,-127.366996765137,71,A
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.1439018249512,-115.787002563477,2567,A
Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.2233009338379,-66.2656021118164,180,A
Teslin Airport,Teslin,Canada,YZW,CYZW,60.1727981567383,-132.74299621582,2313,A
CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.9844017028809,-64.9169006347656,92,A
Faro Airport,Faro,Canada,ZFA,CZFA,62.2075004577637,-133.376007080078,2351,A
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.4075012207031,-134.860992431641,116,A
Blida Airport,Blida,Algeria,QLD,DAAB,36.5036010742187,2.81416988372803,535,N
Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.3325004577637,4.20638990402222,1506,N
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.7120018005,5.06992006302,20,N
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.6910018920898,3.21540999412537,82,N
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,N
Boufarik Airport,Boufarik,Algeria,\N,DAAK,36.545799,2.87611,335,N
Reggane Airport,Reggan,Algeria,\N,DAAN,26.7101,0.285647,955,N
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,1778,N
Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,35.5253982543945,2.8787100315094,2132,N
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,N
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.87361001968,36,N
Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,3855,N
Relizane Airport,Relizane,Algeria,\N,DAAZ,35.752201,0.626272,282,N
Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,N
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.62038993835449,2265,N
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.12071990967,2661,N
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.9304008483887,3.31153988838196,2540,N
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.46315002441,3245,N
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.7354011535645,-0.805388987064362,187,N
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.1670999527,1453,N
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.2126998901,1.33176994324,463,N
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.5424003601074,-0.532278001308441,367,N
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,N
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.621182978153,295,N
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,1614,N
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.2076988220215,0.147141993045807,1686,N
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.8376007080078,-0.186414003372192,919,N
Biskra Airport,Biskra,Algeria,BSK,DAUB,34.7933006287,5.73823022842,289,N
El Golea Airport,El Golea,Algeria,ELG,DAUE,30.5713005065918,2.85959005355835,1306,N
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.3841018676758,3.79411005973816,1512,N
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.6730003357,6.14043998718,463,N
In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509994507,2.51202011108,896,N
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.067798614502,6.0886697769165,279,N
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.7644004822,2.92833995819,2510,N
Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,1027,N
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088501,5.41277980804443,492,N
In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,1847,N
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.3572301864624,2.38435006141663,19,N
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,1037,N
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.1600999832153,-4.33096981048584,1511,N
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.60518980026245,-0.166786000132561,205,N
Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.863214015960693,553,N
Wa Airport,Wa,Ghana,\N,DGLW,10.0826997756958,-2.50768995285034,1060,N
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.36183023452759,-2.32875990867615,1014,N
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.8960599899292,-1.77476000785828,21,N
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209198,-3.9262900352478,21,N
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.73880004882813,-5.07366991043091,1230,N
Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.79280996322632,-6.47318983078003,823,N
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.38718032837,-5.55666017532,1214,N
Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.27206993103027,-7.58735990524292,1089,N
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.74671983718872,-6.66082000732422,26,N
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,699,N
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.00679016113281,7.26316976547241,1123,N
Akure Airport,Akure,Nigeria,AKR,DNAK,7.24673986434937,5.30101013183594,1100,N
Benin Airport,Benin,Nigeria,BNI,DNBE,6.31697988510132,5.59950017929077,258,N
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.97601985931397,8.34720039367676,210,N
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.47426986694336,7.56196022033691,466,N
Gusau Airport,Gusau,Nigeria,\N,DNGU,12.1717,6.69611,1520,N
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.36246013641357,3.97832989692688,725,N
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.44021034240723,4.49391984939575,1126,N
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.63982963562012,8.86905002593994,4232,N
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.6960000991821,7.32010984420776,2073,N
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,1562,N
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949646,13.0809001922607,1099,N
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.70388,8.61394,371,N
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.57737016677856,3.32116007804871,135,N
Minna Airport,Minna,Nigeria,MXJ,DNMN,9.65217018127441,6.4622597694397,834,N
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.01549005508423,6.94959020614624,87,N
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.9162998199463,5.20719003677368,1010,N
Yola Airport,Yola,Nigeria,YOL,DNYO,9.25755023956299,12.4303998947144,599,N
